timestamp,prefix,peer_asn,as_path
1455957423,72.20.0.0/24,1836,1836 13030 3223 203959 53587 134830 203959
1455957424,72.20.0.0/24,8758,8758 8220 3223 203959 53587 134830 203959
1455957429,72.20.0.0/24,4608,4608 24130 7545 6939 3223 203959 53587 134830 203959
1455957439,72.20.0.0/24,8758,8758 8220 3223 203959 53587 134830 203959
1455957440,72.20.0.0/24,22652,22652 5580 3223 203959 53587 134830 203959
1455957453,72.20.0.0/24,50300,50300 5580 3223 203959 53587 134830 203959
1455957460,72.20.0.0/24,4608,4608 1221 4637 3223 203959 53587 134830 203959
1455957468,72.20.0.0/24,57821,57821 12586 31400 3223 203959 53587 134830 203959
1455957423,72.20.0.0/24,1836,1836 13030 3223 203959 53587 134830 203959
1455957424,72.20.0.0/24,8758,8758 8220 3223 203959 53587 134830 203959
1455957429,72.20.0.0/24,4608,4608 24130 7545 6939 3223 203959 53587 134830 203959
1455957439,72.20.0.0/24,8758,8758 8220 3223 203959 53587 134830 203959
1455957440,72.20.0.0/24,22652,22652 5580 3223 203959 53587 134830 203959
1455957453,72.20.0.0/24,50300,50300 5580 3223 203959 53587 134830 203959
1455957460,72.20.0.0/24,4608,4608 1221 4637 3223 203959 53587 134830 203959
1455957468,72.20.0.0/24,57821,57821 12586 31400 3223 203959 53587 134830 203959
1455958277,72.20.0.0/24,50304,50304 42708 3223 203959 53587 134830 203959
1455958282,72.20.0.0/24,57381,57381 42708 3223 203959 53587 134830 203959
1455958293,72.20.0.0/24,50300,50300 3223 203959 53587 134830 203959
1455958277,72.20.0.0/24,50304,50304 42708 3223 203959 53587 134830 203959
1455958282,72.20.0.0/24,57381,57381 42708 3223 203959 53587 134830 203959
1455958293,72.20.0.0/24,50300,50300 3223 203959 53587 134830 203959
1455958700,72.20.0.0/24,57821,57821 12586 13101 3223 203959 53587 134830 203959
1455958700,72.20.0.0/24,8758,8758 15576 8220 3223 203959 53587 134830 203959
1455958707,72.20.0.0/24,8758,8758 15576 6772 6730 3223 203959 53587 134830 203959
1455958708,72.20.0.0/24,50304,50304 42708 3223 203959 53587 134830 203959
1455958712,72.20.0.0/24,57381,57381 50304 42708 3223 203959 53587 134830 203959
1455958714,72.20.0.0/24,1836,1836 13030 3223 203959 32768 53587 134830
1455958715,72.20.0.0/24,8758,8758 8220 3223 203959 32768 53587 134830
1455958729,72.20.0.0/24,8758,8758 8220 3223 203959 32768 53587 134830
1455958730,72.20.0.0/24,22652,22652 5580 3223 203959 32768 53587 134830
1455958731,72.20.0.0/24,57821,57821 12586 31400 3223 203959 32768 53587 134830
1455958743,72.20.0.0/24,50300,50300 5580 3223 203959 32768 53587 134830
1455958751,72.20.0.0/24,4608,4608 1221 4637 3223 203959 32768 53587 134830
1455958769,72.20.0.0/24,50304,50304 42708 3223 203959 32768 53587 134830
1455958773,72.20.0.0/24,50300,50300 3223 203959 32768 53587 134830
1455958774,72.20.0.0/24,57381,57381 42708 3223 203959 32768 53587 134830
1455958700,72.20.0.0/24,57821,57821 12586 13101 3223 203959 53587 134830 203959
1455958700,72.20.0.0/24,8758,8758 15576 8220 3223 203959 53587 134830 203959
1455958707,72.20.0.0/24,8758,8758 15576 6772 6730 3223 203959 53587 134830 203959
1455958708,72.20.0.0/24,50304,50304 42708 3223 203959 53587 134830 203959
1455958712,72.20.0.0/24,57381,57381 50304 42708 3223 203959 53587 134830 203959
1455958714,72.20.0.0/24,1836,1836 13030 3223 203959 32768 53587 134830
1455958715,72.20.0.0/24,8758,8758 8220 3223 203959 32768 53587 134830
1455958729,72.20.0.0/24,8758,8758 8220 3223 203959 32768 53587 134830
1455958730,72.20.0.0/24,22652,22652 5580 3223 203959 32768 53587 134830
1455958731,72.20.0.0/24,57821,57821 12586 31400 3223 203959 32768 53587 134830
1455958743,72.20.0.0/24,50300,50300 5580 3223 203959 32768 53587 134830
1455958751,72.20.0.0/24,4608,4608 1221 4637 3223 203959 32768 53587 134830
1455958769,72.20.0.0/24,50304,50304 42708 3223 203959 32768 53587 134830
1455958773,72.20.0.0/24,50300,50300 3223 203959 32768 53587 134830
1455958774,72.20.0.0/24,57381,57381 42708 3223 203959 32768 53587 134830
1455958884,72.20.0.0/24,8758,8758 8220 3223 203959 32768 53587 134830
1455958893,72.20.0.0/24,50304,50304 42708 3223 203959 32768 53587 134830
1455958893,72.20.0.0/24,50300,50300 5580 3223 203959 32768 53587 134830
1455958897,72.20.0.0/24,57381,57381 50304 42708 3223 203959 32768 53587 134830
1455958898,72.20.0.0/24,8758,8758 15576 8220 3223 203959 32768 53587 134830
1455958884,72.20.0.0/24,8758,8758 8220 3223 203959 32768 53587 134830
1455958893,72.20.0.0/24,50304,50304 42708 3223 203959 32768 53587 134830
1455958893,72.20.0.0/24,50300,50300 5580 3223 203959 32768 53587 134830
1455958897,72.20.0.0/24,57381,57381 50304 42708 3223 203959 32768 53587 134830
1455958898,72.20.0.0/24,8758,8758 15576 8220 3223 203959 32768 53587 134830
1455961365,72.20.0.0/24,1836,1836 13030 3223 203959 1229 3257 25761
1455961373,72.20.0.0/24,8758,8758 8220 3223 203959 1229 3257 25761
1455961375,72.20.0.0/24,57821,57821 12586 31400 3223 203959 1229 3257 25761
1455961383,72.20.0.0/24,50300,50300 3223 203959 1229 3257 25761
1455961414,72.20.0.0/24,50304,50304 42708 3223 203959 1229 3257 25761
1455961415,72.20.0.0/24,57381,57381 42708 3223 203959 1229 3257 25761
1455961424,72.20.0.0/24,4608,4608 1221 4637 3223 203959 1229 3257 25761
1455961365,72.20.0.0/24,1836,1836 13030 3223 203959 1229 3257 25761
1455961373,72.20.0.0/24,8758,8758 8220 3223 203959 1229 3257 25761
1455961375,72.20.0.0/24,57821,57821 12586 31400 3223 203959 1229 3257 25761
1455961383,72.20.0.0/24,50300,50300 3223 203959 1229 3257 25761
1455961414,72.20.0.0/24,50304,50304 42708 3223 203959 1229 3257 25761
1455961415,72.20.0.0/24,57381,57381 42708 3223 203959 1229 3257 25761
1455961424,72.20.0.0/24,4608,4608 1221 4637 3223 203959 1229 3257 25761
1455961771,72.20.0.0/24,8758,8758 15576 8220 3223 203959 1229 3257 25761
1455961775,72.20.0.0/24,57821,57821 12586 13101 3223 203959 1229 3257 25761
1455961782,72.20.0.0/24,8758,8758 15576 6772 6730 3223 203959 1229 3257 25761
1455961783,72.20.0.0/24,50304,50304 42708 3223 203959 1229 3257 25761
1455961784,72.20.0.0/24,57381,57381 50304 42708 3223 203959 1229 3257 25761
1455961771,72.20.0.0/24,8758,8758 15576 8220 3223 203959 1229 3257 25761
1455961775,72.20.0.0/24,57821,57821 12586 13101 3223 203959 1229 3257 25761
1455961782,72.20.0.0/24,8758,8758 15576 6772 6730 3223 203959 1229 3257 25761
1455961783,72.20.0.0/24,50304,50304 42708 3223 203959 1229 3257 25761
1455961784,72.20.0.0/24,57381,57381 50304 42708 3223 203959 1229 3257 25761
